snippet,bleu,code
290,1.0,56827
291,0.6154813493978003,59428
292,0.5180654547789704,25306
293,0.7966520538272104,69294
294,1.0,42469
295,0.6241401026660265,19258
296,0.515903153266304,44787
297,0.6171710706948468,35069
298,0.8394690117623328,45848
299,1.0,16379
300,0.7429650479647905,56914
301,1.0,16381
302,0.6283908692497046,21876
303,0.6561494039323038,67975
304,0.6488546001374045,29431
305,0.6684393287847341,46904
306,0.7497103306324653,65274
307,0.6267723673841217,61040
308,0.6260062989452225,30607
309,0.9871529881725191,2285
310,0.5978321274782642,64672
311,0.49846429752505766,4795
312,0.6054233064981568,57220
313,0.6254614780739465,5244
314,0.6602325350790402,65925
315,0.6564515738508065,17896
316,0.6201510873763423,26173
317,0.6846585523293341,52812
318,0.6997809478920106,27997
319,0.6383182649881274,54071
320,0.696281513322385,43600
321,0.5368241077321954,61109
322,1.0,57036
323,0.6502258602817793,20073
324,0.951635104080399,22604
325,0.8239351027618814,56937
326,0.6150789239552035,28338
327,0.7000169156787531,14731
328,0.8314750157897607,59873
329,0.6378853139916509,18674
330,0.7709985329820485,22578
331,0.7195988267624757,61799
332,0.9747372794467989,4381
333,0.9245487246889248,11876
334,1.0,2411
335,0.6630233429650524,58497
336,0.7168536546170471,65796
337,0.5605132248805472,40044
338,0.6388104515269958,29114
339,0.6651580854137396,34763
340,0.8133010167720982,8950
341,0.5832012039914727,36817
342,0.5891143679608296,44414
343,0.5978277715213719,24438
344,0.5574136449189008,28323
345,0.5945329083402359,50934
346,0.8064174261463265,36928
347,0.9049364876184729,65045
348,0.6665838450074465,50577
349,0.5414322936288644,15882
350,0.5374950089322905,34691
351,0.5955631302494099,67712
352,0.5587949452949668,19122
353,0.5663941690410519,52067
354,0.6998619308627075,11088
355,0.6621461052786317,5599
356,0.6860565479621517,63568
357,0.8088251313080006,24519
358,0.9726529651652578,56430
359,0.653312288838322,17670
360,0.9719713948306935,47746
361,0.5939949393039943,4334
362,0.6104739106801468,39652
363,0.5939383623609066,24414
364,0.5583307378713523,29019
365,0.6628509578843926,19249
366,0.8725458926896292,27987
367,0.6356248441754255,16191
368,0.8838809031535648,51487
369,0.574733243078964,65855
370,0.652381059397537,5289
371,0.603623023739334,24355
372,0.7051361190670845,64909
373,0.7355524125859549,61173
374,0.6789532233555591,21501
375,0.46907334956787644,44599
376,0.5886897924257954,50934
377,0.6364762835841686,67423
378,0.9439742612016307,102
379,1.0,1933
380,0.9041637921303822,540
381,1.0,1934
382,0.9878460979847087,23815
383,0.5128218288212745,64653
384,0.5895543766633425,31941
385,0.6007079260606552,65549
386,0.9645694016658185,8957
387,0.5364011424498235,37151
388,0.5691207822223677,1261
389,0.6989257369198767,13109
390,0.6397292374990369,21116
391,0.6520250268134787,7367
392,0.5831450391401188,69238
393,0.9634830405350604,11876
394,0.5849747389021558,1701
395,0.6936257436273773,30580
396,0.6000878405456436,6521
397,0.5471274990176357,53333
398,0.9367717585495691,53109
399,0.6771737962733895,61734
400,0.6468807187920032,61817
401,0.9903184459083582,359
402,0.9961656199264243,1414
403,0.505007281318778,28321
404,0.6209484782750188,28564
405,0.8451972436578399,37765
406,0.4851407097481947,14561
407,0.6000846505035313,18388
408,0.5598664468117749,29187
409,0.5197755551621543,16864
410,0.6657442666490317,5343
411,0.6654116947900113,33648
412,0.6327857368122733,41919
413,0.7069208743552866,19363
414,0.5592001536943018,2101
415,0.5722730256538091,1643
416,0.5514017376770742,55394
417,0.5169301963637168,41342
418,0.5654165669788044,39026
419,0.6410554385229267,9265
420,0.650950504724695,4715
421,0.5256170888054186,55739
422,1.0,159
423,0.9886173099436234,160
424,0.9957456523586241,16
425,1.0,162
426,1.0,163
427,1.0,164
428,1.0,259
429,0.9377217287081588,1039
430,0.9421070263772285,320
431,1.0,258
432,0.9045906747387427,4805
433,0.8045120342675678,11969
434,0.5887899940371031,5933
435,0.7148853125662139,16998
436,0.5438249888694116,19672
437,1.0,884
438,0.8569217542681954,5883
439,0.5197102064280921,25162
440,0.5582097084097524,40317
441,0.6344106514260602,2110
442,0.6589717881940966,22444
443,0.8784784360749354,20273
444,0.5615850922988714,42027
445,0.4513594399310038,59248
446,0.5027605654941515,40489
447,0.6292516976040486,7369
448,0.64315259743778,22846
449,0.6135860213842482,14034
450,0.7149937971917718,15055
451,0.6379580781233349,9213
452,0.6384180251254977,63710
453,0.5613363511743056,21259
454,0.7450464211009081,8948
455,0.662167909704186,36170
456,0.5992076035656139,63568
457,0.6767236049637492,9481
458,0.5478009637297062,62454
459,0.655299969158271,35677
460,0.535426914336142,10329
461,1.0,24234
462,0.9134335216414243,2698
463,0.5862229460286698,30165
464,0.9739123075835069,3812
465,0.6385141051849645,50697
466,0.4928522975464581,10460
467,0.6926294785885855,12235
468,1.0,866
469,0.899420947833241,27819
470,0.5297697170557298,61540
471,0.5598231050469618,46331
472,0.558559695165188,9179
473,0.701099471898685,67662
474,0.5975166095550914,24438
475,0.5755259537033524,40490
476,0.5314972851036803,62937
477,0.543633904386393,29456
478,0.876133469406212,34702
479,0.5952541342215505,52967
480,0.9337926555597512,6929
481,0.9308268374286198,108
482,0.9343531394680453,0
483,1.0,82
484,0.6308571340837504,2847
485,0.9711543453150185,98
486,0.8308256590779345,34897
487,0.5640828855585956,54872
488,0.6036021963366079,40664
489,0.601246538468427,1447
490,0.5623789256898263,13538
491,0.6024553831833479,1302
492,0.6977678276413881,5330
493,0.6233359048443872,11993
494,0.9285801636978912,18
495,0.9280116850312901,26294
496,0.7228540319744865,17041
497,0.5608664236943375,37362
498,0.7238095109920369,48727
499,0.7041901687191428,26794
500,0.6191357220738216,46523
501,0.929775197807395,17730
502,0.718145723147316,11428
503,0.6226054301280969,50326
504,0.4823807010204731,57793
505,0.6718151391172871,42296
506,0.6345893830365932,1382
507,0.582367850082283,7730
508,0.4621049798147384,35341
509,0.9851026984462239,448
510,0.8827391320594433,9594
511,0.9168749711585188,22629
512,0.6317048911430233,54771
513,0.6730378308351831,1565
514,0.6005598596761611,9876
515,0.579389574496536,705
516,0.627479663691018,62028
517,0.9761429983381585,17695
518,0.560929420772672,30165
519,0.5943123155732902,8967
520,0.5634844323030362,42247
521,0.7012712643935133,1962
522,0.6105846020355841,63254
523,0.6485488273303153,41443
524,0.5954288274485534,6254
525,0.6354794058004836,22444
526,0.6248340027737154,27133
527,0.9633156189052958,24
528,1.0,3462
529,0.7318006589442032,24865
530,0.6795562266026844,47482
531,0.48345938498788604,861
532,0.664280108187656,46067
533,0.672820499852837,5009
534,1.0,56875
535,0.9851930221313604,56876
536,0.6464470001377389,5915
537,0.9611154185365901,451
538,0.7257835088124035,49889
539,0.7617314263238976,43747
540,0.8041226119942257,12406
541,0.7068880183207833,36817
542,0.5808404891423691,10597
543,0.6169410378036376,64372
544,0.348760508113663,36591
545,0.9801176095383948,0
546,0.9071048646863532,13573
547,0.5883356765950963,38498
548,0.5579497939569463,28291
549,0.5562431292726059,1302
550,0.7115389747367444,40664
551,0.6349971352283204,43060
552,0.6193604656207475,2579
553,0.6220054652221654,49529
554,0.6310934990898031,22057
555,0.7785009540208613,21501
556,0.6343991576247819,45017
557,0.506128260298825,17240
558,0.6690318249156275,13392
559,0.5716718589679619,43339
560,0.9766029936489304,375
561,0.6179570874330458,7158
562,0.9310086966979514,23
563,0.7148845416069756,4997
564,0.7123284048402752,50519
565,0.6021361140718368,54777
566,0.6008642747716182,40382
567,0.5905190897461433,6523
568,0.5574567993807892,8288
569,0.7718492824710411,32762
570,0.6975532704614437,334
571,0.5454356536490793,46498
572,0.8531600481908456,30670
573,1.0,29969
574,0.9083219843536281,2846
575,0.9427087075444293,2847
576,0.5631458133505314,46158
577,0.8156142745336895,23277
578,0.5150489247648091,54440
579,0.44044396573002115,16868
580,0.6647798373409213,51685
581,0.7175380048762182,27223
582,0.589397277695842,67430
583,0.7049802233273836,43393
584,0.6815332098247429,53569
585,0.6055558009222946,4277
586,0.67694051369111,23310
587,0.6273937322400962,45461
588,0.9412706816159321,0
589,0.9749254018917191,10224
590,0.7142368061083012,29918
591,0.6699622530934538,55581
592,0.8874318364624507,51487
593,0.6950118762665771,2537
594,0.5693611665797679,54777
595,0.5867167179891086,61808
596,0.5998488053706867,22025
597,0.4896782587961917,53435
598,0.5977933505865285,40793
599,0.5586284977084927,23677
600,0.6105453473397211,163
601,0.6939566791927707,18194
602,0.6055227634392208,15893
603,0.8276279198956047,59873
604,0.9518120833238247,47801
605,0.9833780799242465,3087
606,0.6434900808541675,44874
607,0.5788219860918061,9128
608,0.45285687251189494,37283
609,0.848219861937046,32616
610,0.5957048538394336,19581
611,0.7085861842929619,19303
612,0.5201606460770762,15568
613,0.5014925860328463,30640
614,0.7865015113615896,38903
615,0.5585939442562315,2014
616,0.5907107157971446,30394
617,0.6409678932891495,44319
618,0.6460007368441943,66856
619,0.5599365088446362,18729
620,0.7002523455250463,62713
621,0.7726407514463374,27702
622,0.9655939382085222,440
623,0.6909848330735369,66898
624,0.5898754431773308,45881
625,0.5002435071600893,51344
626,0.5273477862255888,34005
627,0.6665267550348567,481
628,0.5929970854432056,14849
629,0.45242914316770494,39941
630,1.0,224
631,1.0,225
632,0.9447492045295983,1042
633,0.9162539654087841,54968
634,0.6275746987373036,61153
635,0.5764278811257838,61667
636,0.6290404118496192,5330
637,0.5841601114916861,10321
638,0.5495908173979055,7849
639,0.6320978546986781,11080
640,0.7233207156656278,21007
641,0.4635546575541507,1720
642,0.725071139023742,22698
643,0.6212754244382136,36050
644,0.6636199042501415,64653
645,0.46959665034699116,41998
646,0.640734162690125,17631
647,0.5724389353711917,59569
648,0.5916372956323276,32288
649,0.5952739144332531,24480
650,0.6764693512892492,45657
651,1.0,114
652,1.0,976
653,1.0,977
654,1.0,197
655,1.0,978
656,1.0,6969
657,0.6041292994405072,23011
658,0.768376611769635,20662
659,0.6764726799760488,5289
660,0.6412700776580069,23786
661,0.7411987543333497,36050
662,0.6366885686591192,68220
663,0.6116584796298343,1565
664,0.5805661421272718,22680
665,0.915166109238508,259
666,1.0,320
667,1.0,322
668,0.9385562157762695,1552
669,1.0,3359
670,0.5131214042410907,47482
671,0.810927220425046,7674
672,0.7198178800159468,44157
673,0.8760017078736764,9594
674,0.9396007115188134,20883
675,1.0,966
676,0.6129208391446265,27696
677,0.6255022725445504,61480
678,0.7497103306324653,65274
679,0.6407138810972011,58175
680,0.6423879780122306,24234
681,0.6357701447079046,33134
682,0.5540804892490914,16988
683,0.6171239840482484,52525
684,0.5997410657118961,7324
685,0.4543595291131209,47188
686,0.5584854593257967,32619
687,0.6942731690466138,48070
688,0.5636716408667138,54365
689,0.6022529714594287,18674
690,0.641840183949022,8302
691,0.6333175254323525,50661
692,0.5414408301682088,63603
693,0.6880178605025815,46642
694,0.6260118148026701,63141
695,0.697328909597694,56212
696,0.5642346055600845,55483
697,0.5664911676509009,24480
698,0.6765438960861195,45657
699,0.6411595013342032,48552
700,0.8460732332828313,3582
701,0.692399851732101,43225
702,0.7288713152780203,46259
703,0.57897546919394,49736
704,0.5921707881681999,33595
705,0.7208519618688898,43225
706,0.6282503364713362,66770
707,0.6213637855582715,61467
708,0.5996032956589769,66156
709,0.5171301938350115,56478
710,0.6016790570196332,9631
711,0.8620093163294629,54633
712,0.7972231992159643,16425
713,0.5932339950227894,2757
714,0.7110216844440804,4585
715,0.6385982232755248,53362
716,0.7445065406953412,38188
717,0.6676977075454662,12673
718,0.8797847315224191,25053
719,0.6911437592224248,58846
720,0.5153425122902815,64914
721,0.8144234131800226,6016
722,0.5264020613112003,36727
723,1.0,69
724,0.6057730913323957,1118
725,0.6853314075763692,13109
726,0.5673101518556168,24568
727,0.5712786325254354,53747
728,0.573482857963186,47337
729,0.6156069899113422,68514
730,0.6650903366076014,5418
731,0.640749627200196,65925
732,0.5701471382800793,11028
733,0.5724394411498908,57215
734,0.5994489734348785,31283
735,0.5636359197097162,30117
736,0.6471898229169023,19827
737,0.5753530681310316,11435
738,0.6397790282333295,12673
739,0.6536329339307447,28859
740,0.6017976346125278,64909
741,1.0,100
742,0.598647571629062,45407
743,0.5787553114647437,56280
744,0.9985412098610764,69
745,0.9048381821060004,10148
746,0.6754643359652572,30008
747,0.5985263137669042,48416
748,0.6947348481554627,43600
749,0.6622516656897875,58051
750,0.6393165957322281,61734
751,0.9575690457118197,10388
752,0.49209751222722337,40993
753,0.7051686220987329,28363
754,0.6774124673620041,18584
755,0.6787855114322525,68998
756,0.658957020378155,52917
757,1.0,1502
758,0.9749201693902793,12786
759,0.5469202228567155,19802
760,0.5304325116271607,10176
761,0.6582699293201103,25638
762,0.6006982906732848,13426
763,0.7498809532035565,33797
764,0.6105872718345597,39962
765,0.6321608183060059,13125
766,0.5650564856552335,54771
767,0.6299466358518272,36982
768,0.6107722576879628,31787
769,0.6464910536198434,19607
770,0.6562079302029268,39915
771,0.6225155137887882,5198
772,0.5406368458524097,16127
773,0.5918727278730763,61806
774,0.7528566969929227,17991
775,0.3571473092632395,25238
776,0.6488735490265841,35253
777,0.5779734796194811,62226
778,0.9630887793179549,2154
779,0.9305736337059656,22622
780,0.8687551771927967,44782
781,0.6565258461421779,10525
782,0.7045614519194353,7945
783,0.9459667928644038,1301
784,0.6876945904840687,20935
785,0.6145876798363801,4995
786,0.6841103227153854,37822
787,0.9580828368513783,67
788,0.5412394737406339,14591
789,0.680102913184878,44353
790,0.5131323839032661,17196
791,0.6207277556222767,35677
792,0.6120103542747248,23316
793,0.6902524782449867,3354
794,1.0,58922
795,0.6214765900461537,44999
796,0.689626516919501,35299
797,0.5964617162659996,24607
798,0.9494230486564215,48668
799,0.5614528115488258,54887
800,0.9633156189052958,24
801,0.887980714128844,9594
802,0.7440865746087256,60115
803,0.4094567680606383,68901
804,0.7181470173311463,52447
805,0.6794922081892805,40448
806,0.8609131348134581,30492
807,0.5474309795174432,31503
808,0.6068289738036519,55254
809,1.0,8041
810,1.0,10588
811,0.5535625287755455,36434
812,0.734212224960118,67662
813,0.6226165874627513,40669
814,0.603722579269139,38381
815,0.9221400658262144,56
816,0.6027909349738165,48069
817,0.5934369121708437,45335
818,0.5964575616483372,15201
819,0.6267104850987909,39760
820,0.6337064250498571,53068
821,0.6689211521501269,57268
822,0.5724481412997949,56937
823,0.7047382414558144,17155
824,0.6244268739280939,66770
825,0.544692659303855,5528
826,0.6436792947819393,51799
827,0.6051081413448232,17748
828,0.6148696278124994,12647
829,0.9354975071960872,2215
830,0.8817705641836272,21545
831,0.5895224226667536,27071
832,0.6258280033250352,58990
833,0.6923404703138201,12736
834,0.66125573591077,30859
835,0.9022011777265955,31922
836,0.5678741105525765,1212
837,0.5696598682571883,9989
838,0.6262636879702157,57700
839,0.710223212280163,35806
840,0.6182251310309692,47109
841,0.6904129120976727,11357
842,1.0,35614
843,0.6152025850230496,66128
844,0.6048225304424931,24480
845,0.9221417851663186,63303
846,0.6335631679973843,11200
847,0.5342111713738877,37496
848,0.8376958185387875,37731
849,0.5478984685472632,22982
850,0.6691169489378748,9516
851,0.6292460205700664,19922
852,0.7372433860230212,5170
853,0.5985636106054578,25072
854,0.5769230415128878,43921
855,0.6589381862285816,58569
856,0.652528255679879,58817
857,0.6662081680805426,66072
858,0.7904678691988193,33409
859,0.6601135107138415,36929
860,1.0,4348
861,0.5603754415389643,18463
862,0.7510549014544362,55661
863,0.6039864247467707,15519
864,0.5933121400852054,20561
865,0.9833230533460419,51558
866,0.6913891333915121,20390
867,1.0,22250
868,0.5338897372907696,68752
869,0.4808286222099814,49149
870,0.6694827164694817,50519
871,0.44914273336702537,59585
872,0.5893934189907641,5301
873,0.6926797382512349,33134
874,0.72793868127796,69280
875,0.9534249092517536,6929
876,0.5519677945601054,52070
877,0.99054380602438,21319
878,0.8664410894708765,7476
879,0.6380798962139921,3251
880,0.8047251271443681,7674
881,0.9119069852585702,6328
882,0.6908450811266449,45775
883,0.5071753159269308,68216
884,0.6208420300679954,34419
885,0.548653387205607,30178
886,0.5314112736382761,54996
887,0.49793504915759734,9771
888,0.5743323684305094,23779
889,0.6429257521864135,37193
890,0.6086054234051906,27800
891,0.6098866968181779,14118
892,0.6382659088290598,44999
893,0.6258917111993714,29776
894,0.9391084874468495,801
895,1.0,5334
896,1.0,8424
897,0.6509577454662201,7564
898,0.648355187672952,52109
899,0.6420411589863586,6523
900,0.9001193867165043,2505
901,0.6652031795112768,22050
902,0.6257794684517409,37817
903,0.5491937680156591,30894
904,0.6013679296465869,44708
905,0.633715628675049,5290
906,0.6476384830738713,28662
907,1.0,10252
908,0.6285366948185849,32243
909,0.5352207458509839,18299
910,0.5644414055356638,29805
911,0.6629413984597122,13430
912,0.6126986739321876,20981
913,0.6485632071962646,56937
914,0.8108190435838615,56937
915,0.699736178254932,12237
916,0.6289763218504274,60027
917,0.9912160291926979,1021
918,0.6715231453300385,711
919,0.5260684230317467,20676
920,0.6737551001717884,43131
921,0.8314516723849649,15187
922,0.6442990805788755,66369
923,0.8789279925671928,54071
924,0.6973790565522601,14119
925,0.624490914628689,44535
926,0.5842356394958184,31710
927,0.5654678286959074,45412
928,0.6746582875898783,17388
929,0.5894272446723818,59212
930,0.8243097596250049,19409
931,0.8258631332745138,17021
932,0.6565001879085722,62208
933,0.619765175855651,19363
934,0.6696016020321404,51295
935,0.7342082212790055,9208
936,0.7461179186119595,5006
937,0.6651788235080928,54228
938,0.5677571978154277,28537
939,0.616647088834469,606
940,0.5535093773866346,43432
941,0.5404240047469774,1742
942,0.5205677607498262,34765
943,0.6440175028172341,8248
944,0.6923574099682646,6878
945,0.5598048812366654,54795
946,0.6625237905849657,12350
947,0.5695967512253487,18422
948,0.7095744676138994,947
949,0.5782102500027475,11499
950,0.8615196718006762,28837
951,1.0,185
952,1.0,2835
953,0.9099997340777815,7486
954,1.0,2834
955,0.5983582394625536,36913
956,0.5797498432170247,65314
957,0.5922282030795032,56690
958,0.7655517207555781,56937
959,0.6339618870070763,24278
960,0.8192149533598416,20780
961,0.9209924553617672,4958
962,0.5829590354873615,67834
963,0.6408045204785359,39691
964,0.5516177203800625,25490
965,0.6218389042614104,11340
966,0.6828897701324886,49055
967,0.5994923233663465,40773
968,0.7344112539787184,68587
969,0.6723719477644889,12151
970,0.6669288008783204,27969
971,0.7333814140435211,54175
972,0.7372774738122649,20662
973,0.668865124797926,29471
974,0.7964878481736379,3135
975,0.7138401914315733,43140
976,0.6185048885113458,2579
977,0.5201162119959586,17857
978,0.8523006376100186,30492
979,0.7009023261046274,27013
980,0.2685616909010239,30304
981,0.6837506762877643,2638
982,0.9221584447116813,24041
983,0.5858892945150785,68218
984,0.8484780372954749,46969
985,0.5698154815382097,544
986,0.6434739465624707,25225
987,0.6665974511653046,2417
988,0.6400338557684906,59536
989,0.6974049670562692,67762
990,0.5982371508427555,2980
991,0.4646065585421357,2949
992,0.543119275075352,11703
993,0.6310217655884193,10382
994,0.43075005137391303,49046
995,0.6260074857704897,7369
996,0.6176834952285103,47208
997,0.624181956242698,7713
998,0.697063933986563,39894
999,0.5092270487549291,53431
1000,0.6074811579853221,47122
1001,0.835348930808083,21497
1002,0.505312544617485,39830
1003,0.9674058197355951,7422
1004,0.8241424049304645,49436
1005,0.6511715566588513,20511
1006,0.944463280843629,560
1007,0.6166989471949933,63568
1008,0.5629802437043773,63238
1009,0.6151133532586703,36426
1010,0.5881142174574864,52109
1011,0.5868678720883452,14719
1012,0.9734526672366872,8957
1013,0.6309504355476883,1765
1014,0.49374991228616516,24593
1015,0.6251699038811304,39303
1016,1.0,6283
1017,0.9080762575744005,16004
1018,0.5676018156602012,2664
1019,0.5078122084809183,26677
1020,0.5984310263628286,37689
1021,0.7299613810600991,23260
1022,0.6138439424755884,38920
1023,0.6301319752633543,55669
1024,0.6625261974912091,31638
1025,0.6487343945369296,7791
1026,0.5902464026069155,5341
1027,0.7022181418046585,12406
1028,0.5065960856484084,68735
1029,0.5551031574207047,1302
1030,0.6172082403517213,2786
1031,0.5805084566298434,3094
1032,0.5754050609876619,45660
1033,0.5481039682071563,46444
1034,0.5773256156667645,59124
1035,0.6254038591831088,13885
1036,0.7076071778155566,21493
1037,0.5503092542231288,15882
